text,sentiment	
negative,Je ne peux pas prendre cette chaleur! C'est comme un four ici. Je me sens mal dès maintenant
neutral,La substance est un type particulier de matière.
positive,"qui est bonne fille (comme fille, toute la nuit) xd"
neutral,Le vert est une couleur.
neutral,L'Égypte ancienne a construit les pyramides.
عارفين ثورة يناير ما نجحتش لية ؟ عشان اتعملت باحترام مع ناس وسخة,Negative
neutral,C'est une science.
 are you having any problems sending images from Twitterberry  mine just doesn`t want to work ! ****,negative	
استقر مجلس إدارة نادي الزمالك، برئاسة مرتضى منصور، على استعادة مصطفى محمد، لاعب الفريق المعار إلى صفوف طنطا. مصطفى... https://t.co/RNXfxO6XvC,Neutral
negative,"Ha ha ha, * cap doffed *. D'accord, vous avez raison. Le camping dans les cotswolds à nouveau pour moi. ;)"
""""""""""" 🔴#عاجل.. الإرهابي الناجي من حادث #الواحات: """"""""""""""""لا نجرؤ على السؤال عن تفاصيل العمليات"""""""""""""""" (فيديو) #شاهد على ◄ https://t.co/2Texo9H02c https://t.co/1RkKHmuVSb""""""""""",Neutral
" Ouch, I`m sorry then",negative	
negative,Les souhaits de la ville du restaurant ou de la société pour animaux de compagnie pourraient être portés sur iphone / itouch.
""""""""""" محمد صلاح وميسى ضمن أفضل 12 لاعباً """"""""""""""""أشول"""""""""""""""" فى العالم #محمد_صلاح https://t.co/5tijqWm0yw https://t.co/1weFSvzvKM""""""""""",Neutral
positive,"C'est un bon moment! Au moins, vous avez abîmé beaucoup"
هذه َمن بعض أسباب فشل الربيع العربي زد على ذلك اننا نريد ان يغير الله من حالنا دون أن نغير ما بأنفسنا!!!,Negative
 I can`t DM you because you aren`t following me,neutral	
""""""""""" بدأنا بالفريق عبد الفتاح السيسيثم المشير عبد الفتاح السيسي ثم الرئيس عبد الفتاح السيسي ثم القائد الزعيم عبد الفتاح السيسي ثم وصلنا لاونكل عبد الفتاح السيسي و عمو عبد الفتاح السيسي. ناكلك منين يا بطة تعبت والمصحف .. 😎 """"""""""""""""عمو عبد الفتاح""""""""""""""""""""""""""",Negative
""""""""""" وكالة الانباء السعودية """"""""""""""""واس"""""""""""""""" حذفت خبر لقاء ولي العهد السعودي بقيادة الاصلاح بعد نشرها للخبر وبقى الخبر موجود في موقع وزارة الخارجية وقناة الاخبارية والموجز واخبار السعودي.لماذا الحذف واللقاء قد تم؟؟ https://t.co/1OdFYHS9s2""""""""""",Neutral
"riding daddy`s bike (yes a man`s bike, very convenient! NOT) in the dark without glasses on. i was scared  but i survived HAHA",negative	
""""""""""" """"""""""""""""الحرية"""""""""""""""" دي شكلها موجودة من ايام ثورة يناير و نسيوها https://t.co/8cPDGYSPj1""""""""""",Negative
Trying to reorganize plans for tonight uggg  Hopefully it will still be lots `o fun!,positive	
#أخبار_قطر|الغرافة يتصدر المجموعة الأولى #حصار_قطرhttps://t.co/7VC61vXmmC https://t.co/AJQYYc32fP,Neutral
#bgt Can`t watch anymore,negative	
positive,ça m'a l'air bien! Il me faut un temps pour dormir. bonne nuit.
positive,Est assis à la maison ennuyé en regardant lee evans n attendre pour aller chercher son compagnon xx
 hes definitely my fav host ever!  Can`t wait to watch the rest tomorrow!!,positive	
negative,Hey - tu ne m'as pas dit que tu avais un de ces !!! jaloux
negative,"8:00 am matin britannique typique. Froid, humide, route pleine de conducteurs misérables en colère ..... bon temps! j'ai besoin de vacances"
neutral,Les yeux permettent la vision.
neutral,Le fromage est un produit laitier.
goodnight twitterville! really enjoyed pearl harbor. now off to sleep and cuddle with my hot man!  i will have good dreams tonight! XOXO,neutral	
positive,félicitations! il est adorable
 not nerdy at all. I made one yesterday.,neutral	
negative,Downey où est l'été?
positive,Revenu de mon jog whooooo Im haha ​​fatigué est une belle journée à l'extérieur tout en allant 2 boutiques amicales Mayb
عملاء قناة الكيد والدمار على الشعوب العربية يجب مقاطعة قطر وشلة شزيفة إيران وجرذان الحوثي والمخلوع وزمرة الشيطان أهل الضلال والنفاق ولبنان هبي ياعاصفة الحزم والعزم,Negative
" haha you didnt see my macbook or my 24`` imac in that pic, so feel extra jealous lolll",negative	
negative,Et - je ne peux pas avoir un autre rendez-vous aux médecins à 9 ans et un autre à 11. est nul.
تجمع ضد نظام الأسد .. مايجوز تجمع لفك حصار غزة .. مايجوز تجمع لنصرة القدس .. ما يجوز . تجمع ضد دولة قطر .. يجوز . . منقول,Negative
#firefly weekend on SciFi channel  I`m a happy man,positive	
اخبار اليمن مباشر : رئيس الإصلاح: اللقاء مع ولي العهد السعودي كان مثمراً وإيجابياً وبناءً https://t.co/PHZcySFtmM https://t.co/GadkbOlgw,Neutral
 i can so sympathise with that,negative	
 I LOVE pb & banana sandwiches!! Still a fav of mine,positive	
📹 | إجراء محمد صلاح و ساديو ماني لعمليات الإحماء. https://t.co/sJW8iJKEcS,Neutral
positive,"4 blagues supplémentaires, abonnez-vous 2 www.myspace.com/mdadinosaur après d tonalité appuyez sur 1 ;-p cette blague vous a été apportée par coca-cola"
#منتدي_شباب_العالمهو بيتعمل ف مصر ليه هو احنا ناقصين يا جدعان!!,Negative
#exclusive 🔻 المغرب هو المنتخب الوحيد في العالم الذي يتأهل لكأس العالم دون ان تتلقى شباكه اي هدف طوال تصفيات كأس العالم,Neutral
neutral,Les légendes sont des récits traditionnels.
 Awww that`s so sweet  Wish you could see yourz 2,positive	
positive,"Sooo s'est accroché à la dernière nuit, a rencontré d'autres grands groupes, a eu des numéros, des emails, de l'amusement"
This is what I had to endure to get prizes of to my lucky winners  http://twitpic.com/669nm,negative	
#الربيع_العربي الحقيقي حدث في #الامارات منذ سنوات و يحدث الان في #السعودية. حكومات قررت ان تسبق متطلبات الشعوب.,Positive
Happy Mothers Day Mommy!!! I love you && your the best...,positive	
positive,9h10 ok je suis sorti ici quelques-uns de café 'supressos
🔴#عاجل|الرئيس #السيسي: لن يستطيع الارهاب ان ينال من احلام وطموحات الشباب المصري#منتدى_شباب_العالم #WeNeedToTalk#eXtranews https://t.co/kumSjPX5UV,Positive
 I can`t wait that long,neutral	
i lost a follower,negative	
negative,"Ça ne marche pas, ton fan est fâché"
negative,Quel spectacle stupide regardez-vous? Lol. Non pas qu'il y ait une pénurie.
 You`re going to the UK?! Take me with!,neutral	
طيب ما تحتوي ازمه قطر أولي واقرب للفطره السويه علي الاقل سعودية و قطر لا تقدر تفرقهم من بعض من كتر ما هو نسيج واحد شغل كيد النساء يحكم و يتوغل ف سياسه مصر للأسف,Negative
thanks for the props,positive	
"Yes! Cold coffee from yesterday. No sugar, no cream !  The way I like it !",positive	
negative,Examz coming ......... vraiment sentant helplessssss ..
محمد صلاح - ساديو ماني - فيكتور موسيس - اوباماينج - نابي كيتا افضل لاعب فى افريقيا هيبقي واحد من دول 😂 وطبعا صلاح هياخدها عافية,Positive
" Video a challenge when shot in not-so-scenic conference room with no mic, but thank you  Loved your Grant Park house & DOGS!!!",positive	
لولا الربيع العربي لما انهزمت الوهابية ولما شرعت السعودية في التحول الى دولة,Positive
الرئيس هادي يشكل لجنة تنسيق ومتابعة لتنفيذ نتائج اجتماعه مع ولي العهد السعودي.#اليمن,Neutral
positive,Travaillant au rythme. Venez de la nourriture gratuite de 11h à 15h. C'est notre anniversaire de 2 ans!
positive,"Ha! Lol, je t'ai oublié là-bas avec Turner pas de temps libre avec elle! Je dois préparer mes compétences de barman"
 Seesmic Desktop seems pretty good. Nice find,positive	
positive,"J'ai dormi pour un total de 12 heures, y compris ma sieste hier. sensationnel. C'est une première depuis la semaine dernière. hahaha. J'ai vraiment besoin de ça."
meeting just in time that iï¿½m trying to win something  prize`s friday!,neutral	
I have to start eating healthy,positive	
needs some snuggle time....  but has to get through the work day first.  Boo.,neutral	
is about to make a nice cup of tea and pop some benadryl...long day...stay positive twitterbugs...goodnight!,positive	
"the big boss is out all week.. small yay. free lunch for the office today, big yay!",neutral	
بالتوفيق لمنتخبي #المغرب و #تونس في تصفيات كأس العالم حتى يكتمل الرباعي العربي إن شاء الله في روسيا ..🇸🇦🇪🇬🇲🇦🇹🇳,Positive
ويصادف أن الجيش منبع الوطنية والشرف هو اللى يفرط فى تيران وصنافير ويفرط فى نهر النيل وقريبا هيفرط فى سيناء ، واللى اتظاهر عشان تيران وصنافير وعشان النيل وقدام عشان سيناء بقى خاين وعميل !!,Negative
neutral,C'est un danger.
 oh how i wish there were chick a filas by me  i`m definently jealous.,negative	
positive,Sox jeu ce soir !!!
الآن بدء فعاليات اليوم الثالث لمنتدى شباب العالم بمشاركة 3200 شاب يمثلون 113 دولة#منتدي_شباب_العالم,Neutral
تابع مباراة مصر و غانا في تصفيات #كاس_العالم https://t.co/c5reWMfzYm #غانا #المغرب #اسطوان_البنت,Neutral
neutral,La vie continue.
negative,Greaaat my lappy n'allume pas wtffffff
"Day 2 of back to work , Day 1 went allllllllright I was only exposed to the swine flu for 8 hours so thats ok I think? Just wash my hands",neutral	
